제목,날짜,제목_긍정,제목_부정,제목_중립,스크립트_긍정,스크립트_부정,스크립트_중립
"[간밤 월드뉴스 총정리 7월14일] 캐나다, 충격적 1%P 인상/ 보스틱 Fed “1%P↑ 가능성”/ 항공사들 “비용·운항 부담”/ 족집게 힌덴버그 “트위터 사라”/ 심각한 임차료",2022-07-14,0.002845605,0.06379324,0.9333611,0.04833359,0.089765154,0.8619013
[간밤 월드뉴스 총정리 7월13일] 강달러 속 유가 또 급락/ 백악관도 “물가 더 뛰었을 것”/ 이 와중에 50% 급등한 전기차/ 마이크로소프트도 감원/ 항공주 일제 비상 왜?,2022-07-13,5.33e-05,0.000656297,0.99929047,0.049899504,0.13633281,0.81376773
[간밤 월드뉴스 총정리 7월12일] ‘독립군’ 조지 총재 “금리 인상 천천히”/ 블랙록 “美 주식 팔라” 왜?/ 일론·트위터 결말 시나리오/ 테슬라 지고 DWAC 뜨고,2022-07-12,4.66e-05,4.46e-05,0.9999088,0.011549681,0.15911916,0.82933116
"[간밤 월드뉴스 총정리 7월9일] ""7월 75bp↑확정""/ 구글 “회사 쪼개겠다”/ 금, 데드크로스/ 인플레 대응 무기, 고배당 ETF/ 다음주 물가·베이지북·2분기 실적",2022-07-09,3.91e-05,3.61e-05,0.9999248,0.0893536,0.12263563,0.78801084
[간밤 월드뉴스 총정리 7월8일] 머스크·트위터 소송 가나?/ 美 감원 발표 59%↑/ 금리 2%P 올린 헝가리/ 모기지 금리 하락…시장 영향?/ BofA “원자재값 더 떨어진다”,2022-07-08,4.1e-05,8.17e-05,0.99987733,0.043240167,0.083451614,0.87330824
"[간밤 월드뉴스 총정리 7월7일] IMF “세계 성장률 또 하향”/ 아마존, 음식배달 진출?…우버 급락/ 눈물겨운 밈주식/ 고용시장의 미묘한 변화/ “코인, 최악 지났다”",2022-07-07,0.000908719,0.35326782,0.6458235,0.070821695,0.0996979,0.82948035
[간밤 월드뉴스 총정리 7월6일] 각국 빅스텝 대세/ 2년·10년물 세번째 역전/ 세계 1위 내준 테슬라/ 엘에리언 “장기 전망 좋다”/ 골드만삭스의 3가지 전략,2022-07-06,5.07e-05,4.18e-05,0.9999074,0.036470048,0.12588571,0.8376443
"[간밤 월드뉴스 총정리 7월2일] 연기금 ‘멘붕’…234년만 최악 채권 손실/ 노무라 “내년 미·유럽·한국 침체""/ “사실상 파산한 코인거래소 많다”/ 다음주 의사록·고용지표",2022-07-02,0.000232709,0.912606,0.08716128,0.019344052,0.16707066,0.81358534
[간밤 월드뉴스 총정리 7월1일] 원유도 수요 파괴/ 맥주 늘고 와인 줄고/ 약세장 속 세 번 반등/ UBS “내년 유로존 성장 반토막”/ 마이크론 “수요 위축”,2022-07-01,0.000927782,0.657229,0.34184322,0.037087984,0.16874243,0.7941696
"[간밤 월드뉴스 총정리 6월30일] 라가르드 “저물가 완전 끝”/ 고급 가구 RH, 왜 전망 낮췄나/ 26개 인터넷社 목표 낮춘 JP모간/ “2~3주 내 코인 대폭락”",2022-06-30,6.69e-05,0.000734344,0.99919873,0.042204026,0.17500447,0.7827915
[간밤 월드뉴스 총정리 6월29일] 약세장 재진입/ 폭스바겐 야심/ 배당 올려도 밀린 은행주/ “7월 독일 소비 최저 될 것”/ ‘외환 비상’ 헝가리/ 이번엔 에콰도르 유가 폭탄,2022-06-29,0.000202779,0.915429,0.084368266,0.03137327,0.15056755,0.8180592
"[간밤 월드뉴스 총정리 6월28일] “7월 1~2주는 역사적 강세”/ 로빈후드, 피인수설에 급등/ 美 비축유, 36년만 최저…유가 전망은?/ 나이키 호실적 내놨지만 재고 급증",2022-06-28,0.000289114,8.58e-05,0.9996251,0.02940137,0.14379433,0.82680434
[간밤 월드뉴스 총정리 6월25일] 날개 단 크루즈 “예약 두 배”/ 골드만 “내년 美 금리 못 올려”/ 나스닥 데뷔 폴스타/ GM 4억짜리 고급차/ 다음주 PCE물가·나이키 실적,2022-06-25,3.83e-05,4.5e-05,0.9999168,0.077802934,0.08818828,0.8340088
"[간밤 월드뉴스 총정리 6월24일] 파월 또 “물가 무조건 잡겠다”/ “유럽, 먼저 짧은 침체”/ 버핏이 추가 투자한 이 회사/ “넷플릭스 매도”/ 심상찮은 코인 시장",2022-06-24,3.84e-05,5.46e-05,0.999907,0.05596546,0.09424486,0.84978974
"[간밤 월드뉴스 총정리 6월23일] JP모간, 해고 동참/ 월가의 테슬라 분석/ 미국도 유류세 인하?/ 경기순환 약세장의 특징은/ 영·캐 물가도 급등…일상화된 ‘40년만 최고’",2022-06-23,3.84e-05,5.52e-05,0.9999064,0.008510809,0.11623829,0.8752509
"[간밤 월드뉴스 총정리 6월22일] 갑자기 늘어난 실적악화 가이던스/ “침체, 연말부터 6개 분기 지속”/ 켈러그도 3개사로 쪼갠다/ 머스크의 3가지 조건/ 엔화, 24년만의 약세",2022-06-22,0.000101515,0.9981192,0.001779317,0.03149532,0.1058235,0.86268115
[간밤 월드뉴스 총정리 6월18일] / 이번엔 카시카리 “7월에도 75bp”/ 하루 91% 급등주 출현/ 코인업체 줄도산?/ “일생일대 매수 기회”/ 다음주 파월·페덱스,2022-06-18,0.000222514,7.1e-05,0.99970657,0.027578268,0.10462007,0.86780167
[간밤 월드뉴스 총정리 6월17일] 각국 금리인상 경쟁/ “저가 매수 말라”/ 3개월만에 차값 또 올린 테슬라/ 러의 노골적 가스 무기화/ 엑슨모빌·셰브런의 반격,2022-06-17,5.29e-05,4.36e-05,0.99990356,0.0395362,0.15665306,0.8038108
"[간밤 월드뉴스 총정리 6월16일] Fed “물가와 전쟁”에 안도 랠리/ 이케아도 러 철수/ 미 소비, 5개월만 위축/ 2분기 성장 ‘제로’ 전망/ IEA “내년 원유 공급 부족”",2022-06-16,5.68e-05,0.00011527,0.99982786,0.043883063,0.08430047,0.87181646
[간밤 월드뉴스 총정리 6월14일] 비용절감 본격화…감원 또 감원/ 머스크 “루시드·리비안 파산할 것”/ 엇갈린 천연가스 가격/ 쿠퍼맨 “증시 40% 추락”/ 고가주택부터 위축,2022-06-15,0.000545301,0.002606013,0.99684864,0.023688763,0.13061678,0.8456945
"[간밤 월드뉴스 총정리 6월14일] “터널 끝 빛은 맞은편 기차였다”/ “침체 땐 1년 넘게 32% 급락”/ SARK, 올해만 100% 수익/ 전기차 스타트업 파산",2022-06-14,7.24e-05,0.00290545,0.9970222,0.04226473,0.16884969,0.7888856
[간밤 월드뉴스 총정리 6월 11일] 테슬라 또 주식분할/ 너무 빠른 소비 위축/ 월가 “다음주 75bp↑ 가능성”/ 14년만에 3% 넘은 2년물/ 다음주 파월 입·오라클 실적,2022-06-11,5.8e-05,8.26e-05,0.99985933,0.037680253,0.13602607,0.8262937
"[간밤 월드뉴스 총정리 6월10일] 유럽도 금리인상 칼/ 원유, 공급 부족이냐 수요 파괴냐/ 반에크 “비트코인 25만달러”/ 美 월세 2000달러 시대/ 다큐사인 또 폭락",2022-06-10,5.45e-05,9.38e-05,0.9998516,0.017355798,0.14108917,0.84155506
"[간밤 월드뉴스 총정리 6월9일] “경제, 팻테일 리스크↑”/ 미 가스시설 폭발에 가격 급락 왜?/ OECD까지 “세계 경기 둔화”/ 인도·폴란드도 ‘빅스텝’…ECB는?",2022-06-09,4.12e-05,0.000186153,0.9997726,0.030030573,0.102682866,0.8672865
"[간밤 월드뉴스 총정리 6월8일] ‘MSFT 강달러 충격’ 이어 타겟 “이익↓”/ 암호화폐 극적 반전/ 세계은행 또 스태그플레이션 경고/ “테슬라 이익률, 1분기가 고점”",2022-06-08,0.0002161,0.003531615,0.99625224,0.0644827,0.11856385,0.8169535
"[간밤 월드뉴스 총정리 6월7일] 더 꼬인 트위터/ 가스값, 14년래 최고/ 간신히 살아난 존슨/ 일제히 뛴 태양광주/ 씨티 “내년 유가 급락”/ 미국인 “경제 안 좋다” 83%",2022-06-07,0.000120165,0.001597712,0.9982821,0.05800385,0.05834326,0.8836529
[간밤 월드뉴스 총정리 6월4일] 머스크 “나쁜 직감…10% 감원”/ 메스터 “9월에도 금리 올려야”/ 터키 도매물가 2.3배↑ 충격/ 다음주 물가·ECB 금리,2022-06-04,7.09e-05,0.000479671,0.99944943,0.0206956,0.12513675,0.85416764
[간밤 월드뉴스 총정리 6월3일] 브레이너드 “경기 냉각 불가피”/ 증산에도 더 뛴 유가/ 금요일 일자리 숫자가 핵심/ 큰손 윙클보스 “코인 겨울 왔다”/ 주택시장 파티 끝났다?,2022-06-03,3.5e-05,4.59e-05,0.9999192,0.0334612,0.081552885,0.8849859
[간밤 월드뉴스 총정리 6월2일] 통계 보니…6월 증시 가장 취약/ 샌드버그 충격 받은 메타/ 암호화폐 또 급락/ ‘둔화’ 언급 확 늘린 베이지북/ 츄이 20% 급등,2022-06-02,3.35e-05,6.14e-05,0.9999051,0.049122732,0.081414126,0.8694631
[간밤 월드뉴스 총정리 6월1일] “6월 주가 변동성 더 클 것”/ 독일 60년래 최고 물가/ 또 떨어진 소비심리/ 70년대 초인플레 때 최고 투자 상품은?/ “유니레버 주목”,2022-06-01,3.88e-05,3.88e-05,0.9999224,0.058389433,0.08050627,0.86110437
[간밤 월드뉴스 총정리 5월28일] 1년 5개월만의 인플레 둔화 신호/ 기업용PC·화장품 판매 늘었다고?/ 소비심리 10년래 최저/ “美주식 사지 말라”/ 다음주 베이지북·고용지표,2022-05-28,3.31e-05,0.00011385,0.999853,0.03998037,0.09163214,0.86838746
[간밤 월드뉴스 총정리 5월27일] “소비 둔화 우려 과도했다”는 증거/ 이번엔 갭 실적 충격/ 미국서 시작된 드라이빙 시즌/ 이더리움 급락 왜?/ “스태그플레이션 초기 징후”,2022-05-27,0.000185849,0.1793242,0.82048994,0.08475263,0.089529954,0.8257174
[간밤 월드뉴스 총정리 5월26일] 스노플레이크도 충격/ 지수 20% 더 밀릴다는 스톡튼/ Fed “유연 대처”/ 살아있는 M&A 밸보라인·웬디스·콜스/ “빅테크 매입 시기 왔다”,2022-05-26,0.000202803,0.043428417,0.9563688,0.079311475,0.091547675,0.82914084
"[간밤 월드뉴스 총정리 5월25일] 테슬라, 거의 신저점/ 소로스 “중·러 최대 위협…인류 소멸 가능성”/ 확 떨어진 달러/ 美 출산율, 7년만에↑/ 달리오 “주식도 쓰레기”",2022-05-25,6.05e-05,0.000438254,0.9995012,0.01862384,0.1359894,0.84538674
"[간밤 월드뉴스 총정리 5월24일] 다이먼 덕에 금융주 날개/ 다보스서 쏟아진 침체 경고/ 25% 급등한 VM웨어/ 인텔 “칩 수급난 3년?”/ 마이너드 “비트코인, 8000달러”",2022-05-24,8.2e-05,0.000354721,0.9995633,0.06349166,0.12953216,0.8069762
"[간밤 월드뉴스 총정리 5월21일] 증시서 뭉칫돈 유출/ 캐시 우드, 테슬라 대신 로쿠/ 코로나 이어 ‘멍키팍스’ 공포/ 월가 “바닥 아니다”/ 나이키에 울고 웃은 풋로커",2022-05-21,0.001468579,0.005509524,0.9930219,0.037410803,0.1188435,0.8437457
"[간밤 월드뉴스 총정리 5월20일] Fed “증시 안정, 목표 아니다/ “최악 시나리오 현실화”/ 같은 실적 충격에도 엇갈린 콜스·로스 왜?/ 테슬라 경보/ 달러도 약세로",2022-05-20,7.08e-05,0.4996831,0.50024605,0.030955847,0.120964274,0.84807986
"[간밤 월드뉴스 총정리 5월19일] “실적 둔화 본격화”/ 웰스파고 “연말 진짜 침체”/ 테슬라, ESG지수 배제…일론 “사기”/ 마이너드 “두 배 더 하락”/ 美소비자 행태 변화",2022-05-19,0.000284545,0.99356633,0.006149125,0.028632103,0.14919692,0.822171
"[간밤 월드뉴스 총정리 5월18일] “美소비 살아 있다”/ 中, 보잉 추락 원인 찾았다/ 테슬라·트위터 동반 상승/ “AMD 추천”/ 브렌트·WTI 역전/ “주택 부족 5년 지속”",2022-05-18,3.46e-05,5.1e-05,0.9999145,0.054078996,0.09809528,0.84782577
"[간밤 월드뉴스 총정리 5월17일] 밀값, 너무 뛴다/ 리비안 급락 배경/ ECB, 암호화폐 또 견제/ 버냉키도 Fed 비판/ 빅숏, 애플 하락에 베팅/ 버핏이 새로 투자한 종목",2022-05-17,4.24e-05,6.77e-05,0.99988985,0.044270214,0.14793906,0.80779076
[간밤 월드뉴스 총정리 5월14일] 또 나온 데드캣바운스? “바닥은 아직”/ 구글서 급증한 ‘침체’ 검색/ 보잉 787 불승인/ 유가 또 급등/ 다음주 Fed 발언·월마트 실적,2022-05-14,5.31e-05,0.000244904,0.99970204,0.059809648,0.09063111,0.84955925
"[간밤 월드뉴스 총정리 5월12일] 모비우스 “아직 바닥 아니다”/ 금융 긴축 더 보겠다는 Fed/ 스위스 프랑마저 약세/ 로빈후드 30% 급등 왜?/ 러 전쟁, 핀란드發 새 국면",2022-05-13,0.000162645,0.005340785,0.9944966,0.04872073,0.109418906,0.84186035
[간밤 월드뉴스 총정리 5월12일] 다시 달리는 쿠팡/ 테슬라 740달러 깨졌다/ “수요 파괴” 경고한 엘에리언/ 유로존 “7월에 첫 금리 인상”/ 디즈니·리비안 실적 분석,2022-05-12,8.56e-05,0.002436678,0.9974777,0.039025396,0.1524815,0.80849314
"[간밤 월드뉴스 총정리 5월11일] 미국 가계부채 증가 조짐/ 우드는 왜 GM 샀나?/ 우크라 송유관 차단 위기/ 넷플릭스, 드디어 공유계정 단속/ 올해만 80% 급락한 종목들",2022-05-11,5.13e-05,0.000144944,0.9998037,0.039142914,0.16934454,0.79151255
[간밤 월드뉴스 총정리 5월10일] “인플레 둔화” vs. “침체 불가피”/ 전기차 주가 왜/ 트위터 공매도/ 마이크로·코인베이스 20%↓/ ‘하락 때 수익’ 인버스 ETF 총정리,2022-05-10,8.39e-05,0.00167321,0.99824286,0.049504284,0.10830524,0.84219056
"[간밤 월드뉴스 총정리 5월7일] 중국 봉쇄 역풍에 나이키·언더아머 비상/ 美 10년물, 2018년 후 최고…기술주 압박/ 고용시장의 양면성/ 다음주 4월 물가 ‘핵심’",2022-05-07,2.98e-05,0.000208468,0.99976176,0.050131407,0.14033796,0.8095307
[간밤 월드뉴스 총정리 5월6일] 머스크 투자 성공에도 테슬라↓/ 웨이페어·쇼피파이 충격/ 영란은행의 침체 예측/ 75년만의 노동생산성 추락 의미?/ 루시드·니콜라 분석,2022-05-06,0.000176027,0.002537275,0.9972867,0.07790523,0.17658746,0.7455073
"[간밤 월드뉴스 총정리 5월5일] “75bp 인상 없다” 확인한 파월/ 이번엔 리프트 충격…주가 30% 급락/ EU, 러 원유 금수/ 월가 “채권 끝났다”/ 美 최대 적자 왜?",2022-05-05,0.001559057,0.043484338,0.9549566,0.073310904,0.10082622,0.8258629
"[간밤 월드뉴스 총정리 5월4일] 달러보다 세진 단 2개의 통화/ 中성장 전망 또 낮춘 피치/ 가스값 14년래 최고/ 은값, 역사적 저점/ 리프트 급락한 이유",2022-05-04,4.27e-05,0.000180845,0.99977654,0.06690644,0.08471863,0.8483749
[간밤 월드뉴스 총정리 5월3일] 이 와중에 깜짝 실적 낸 렌터카/ “美경제 연착륙 가능성 제로”/ 춤추는 저가항공 주가/ 아마존이 보여준 것/ 현재 버핏지수는?,2022-05-03,0.8781479,0.043662243,0.0781898,0.051937014,0.105987065,0.8420759
[간밤 월드뉴스 총정리 4월30일] 투매 촉발한 아마존 왜?/ 테슬라 매도 다 끝났나?/ 2분기 차질 예고한 석유기업들/ “내년 美 침체 50%”/ 다음주 미·영·호주 금리 인상,2022-04-30,0.000224987,0.039818324,0.95995665,0.037562147,0.19469085,0.767747
[간밤 월드뉴스 총정리 4월29일] 3% 급등한 나스닥/ 엇갈린 빅테크 분석/ 테슬라 덕 본 허츠/ 승승장구 맥도날드/ 스웨덴 깜짝 금리 인상/ 4년 최저가...텔라닥 왜?,2022-04-29,0.001199785,0.000270214,0.99853003,0.087067634,0.11979193,0.7931404
"[간밤 월드뉴스 총정리 4월28일] 시간외 급등한 메타/ 루블, 전쟁 전 회복...달러 초강세/ 이번엔 보잉 쇼크/ 빌 황의 추락/ 엇갈린 미·러 무역수지/ 리비안 충격 받은 포드",2022-04-28,0.000113048,0.00102766,0.9988594,0.0914034,0.17956142,0.7290352
"[간밤 월드뉴스 총정리 4월27일] 테슬라 시총 150조 허공에/ 기술주, 결국 인력 감축/ 러, 폴란드 송유관 잠갔다/ “내년 에너지값 12%↓”/ 실적 기업 집중분석",2022-04-27,6.43e-05,6.74e-05,0.9998683,0.065653294,0.21692124,0.71742535
"[간밤 월드뉴스 총정리 4월26일] 트위터, 상장폐지/ 월가 “새 저점 온다”/ ‘약한 고리’ 스리랑카 증시, 32분만에 폐장/ 중국 봉쇄 최대 피해국?/ 전쟁 전 돌아간 금값",2022-04-26,5.9e-05,8.87e-05,0.9998523,0.058434792,0.11592475,0.82564044
"[간밤 월드뉴스 총정리 4월23일] 다우, 약 2년만의 최대 하락/ 밈주식 베드배쓰 왜 급등?/ FOMC 전 마지막 발언 “75bp↑ 반대”/ 국채 2년물↑/ 유럽 경기 진단",2022-04-23,0.000375466,0.065131314,0.9344933,0.026663227,0.1137521,0.8595847
[4월22일 간밤 월드뉴스 총정리] 머스크 “테슬라 담보로 트위터 인수”/ EU의 러 제재 반대 美 왜?/ 춤춘 유로-달러 환율/ 넷플보다 더 빠진 메타/ ‘집콕’ 지고 항공 뜨고,2022-04-22,5.94e-05,0.000375042,0.99956554,0.06434106,0.15247808,0.78318083
"[간밤 월드뉴스 총정리] 제2 메타, 넷플릭스 60조원 증발/ 압력 못 이긴 독일 “연말 러 석유 금수”/ 12년만의 최고, 주택 금리/ ASML 호재/ 베이지북의 최대 단어는?",2022-04-21,9.28e-05,0.000737542,0.9991697,0.068281256,0.109092325,0.8226264
"[간밤 월드뉴스 총정리] 정신없이 떨어지는 엔화/ 조금 어두워진 1분기 실적 전망/ “러, 5월 9일 승리 선언”/ 잇따른 중국 성장 전망 하향/ 콜라노비치 “단기 랠리 온다”",2022-04-20,4.35e-05,0.00015749,0.9997991,0.079607405,0.107357085,0.8130355
[간밤 월드뉴스 총정리] 불러드 “모든 회의서 0.5%P↑”/ 美 가스값 14년만에 8달러 돌파/ “올 세계 성장 더 둔화”/ 엔화 급락/시간 외 급등한 운송주/ 원군 얻은 머스크,2022-04-19,5.44e-05,5.78e-05,0.9998878,0.05630099,0.11584221,0.82785684
[간밤 월드뉴스 총정리] 월가 투자은행 실적 종합해보니/ 美 소비 둔화 조짐에 전문가 “문제 없다”/ 유럽중앙은행도 움직이나?/ 윌리엄스 Fed 또 강경 발언…금리 급등,2022-04-15,4.18e-05,6.38e-05,0.9998944,0.035781514,0.094349235,0.86986923
[간밤 월드뉴스 총정리] “경제 타격 없이 물가 못 잡는다”는 Fed/ 중국-러시아 교역 급증 확인/ 금리인상기 최대 수혜주?/ 아마존 “판매자 수수료 인상”,2022-04-14,4.06e-05,6.37e-05,0.9998958,0.054890525,0.074279465,0.87083
"[간밤 월드뉴스 총정리] 연일 매파 발언하는 ‘비둘기’ 브레이너드/ 유가 또 급등 왜?/ 뜨거워진 콜스 백화점 인수 경쟁/ 건들락 “순환주 매도, 방어주 매수”/ 침체 다가온 독일",2022-04-13,0.000158049,0.024914466,0.9749274,0.040166207,0.10001633,0.8598175
[간밤 월드뉴스 총정리] 희한한 채권 시장…중국보다 더 뛴 미 국채 금리/ 예방주사 또 놓은 백악관 “3월 물가 더”/ 트위터·쇼피파이의 롤러코스터/ 콜라노비치도 “팔라”,2022-04-12,4.86e-05,0.00010122,0.99985015,0.020044858,0.091938674,0.88801646
[간밤 월드뉴스 총정리] 머스크 “로봇 내년에”/ BofA “침체 기정사실”/ 고물가가 불러온 ‘프렉시트’ 가능성 / 스리랑카 디폴트 수순/ 다음주 美 물가·실적이 좌우,2022-04-09,0.000176194,0.001575912,0.99824786,0.02224857,0.0919574,0.88579404
"[간밤 월드뉴스 총정리] 또 찬물 끼얹은 Fed 불러드/ 러보다 무역 타격 큰 EU/ 메타, 암호화폐 도입/ 버핏에 “사이코” 욕한 억만장자/ HP 주가 15% 급등",2022-04-08,0.000260374,0.003502684,0.9962369,0.028559133,0.06069033,0.91075057
[간밤 월드뉴스 총정리] 월 950억달러 양적긴축 의미는?/ 두 배 뛴 항공유값…비행기표 또 오른다/ 폴란드 “미 핵무기 배치”/ 유가 급락 왜?,2022-04-07,5.73e-05,8.28e-05,0.9998598,0.02372017,0.10562955,0.8706503
[간밤 월드뉴스 총정리] 씀씀이 줄이는 미국 소비자들/ EU의 에너지 제재 임박…“러 석탄 금수”/ 투자은행 첫 美 침체 전망/ 스피릿항공 22% 급등 “피말리는 저가 경쟁”,2022-04-06,5.68e-05,8.74e-05,0.99985576,0.04274145,0.12929843,0.82796013
[간밤 월드뉴스 총정리] 트위터 27% 급등/ 레이 달리오 “스태그플레이션 불가피”/ 골드만삭스가 예측한 전기차 미래/ 기준금리 연 80%인 나라/ 스타벅스와 로쿠의 상반된 주가,2022-04-05,0.029230399,0.008375272,0.9623943,0.062780894,0.06614943,0.87106967
[간밤 월드뉴스 총정리] 이번 수익률 곡선 역전이 과거와 다른 점/ 식량 위기 더 고조/ 월가 “애플·퀄컴 주가 하락”/ 심상찮은 유럽 경기…“슬로플레이션”/ 차주 FOMC 의사록,2022-04-02,8.4e-05,0.000151477,0.9997645,0.037953775,0.059000876,0.90304536
[간밤 월드뉴스 총정리] 12분만에 끝난 원유 증산 회의/ 푸틴 큰 그림?…조지아 자치주도 러 편입 투표/ 호실적 월그린스의 주가 급락 스토리/ 월가 “최소 6개월은 침체 없다”,2022-04-01,4.04e-05,8.13e-05,0.9998783,0.018148633,0.08127848,0.90057284
[간밤 월드뉴스 총정리] 중립 금리보다 더 높이라는 Fed 위원/ 수익률 곡선 역전 놓고 갈라진 월가/ 퇴로 없는 유럽 경제/ 폴란드의 강공/ 39년만의 美 결혼 풍년 의미는?,2022-03-31,5.04e-05,9.75e-05,0.99985206,0.015568803,0.07730958,0.9071216
[간밤 월드뉴스 총정리] 2년-10년물까지 역전/ 공포지수 하락 때 투자 종목/ 수익률 곡선 역전 때 투자 업종/ 면화 가격 급등에 옷값도/ 마이크론·룰루레몬 주가 날다,2022-03-30,4.6e-05,6.08e-05,0.9998932,0.055812,0.07250783,0.8716802
[간밤 월드뉴스 총정리] 확 다가온 수익률 곡선 역전…2·10년물 11bp 차이/ 밈주식의 귀환…마지막 불꽃?/ 드디어 20 밑 떨어진 공포지수/ 진퇴양난 中 경제,2022-03-29,4.86e-05,7.1e-05,0.9998803,0.041940883,0.056944318,0.90111476
"[간밤 월드뉴스 총정리] 엎친 데 덮친 유가…사우디 피격/ 美 금리, 한번에 75bp↑?/ 유럽은 왜 러시아 볼모 됐나?/ ‘대마초 합법화’에 급등/ 다음주 물가·고용지표가 좌우",2022-03-26,0.000547295,0.057910472,0.9415422,0.026491294,0.0956695,0.8778392
"[간밤 월드뉴스 총정리] 엔비디아·우버·니콜라 주가 급등 왜?/ 러 증시, 한달만에 개장했더니/ 유가 떨어지니 암호화폐·금값 뛰네/ 美 실업자, 53년만에 최저/ 독일 에너지 경보",2022-03-25,0.01725335,0.002546344,0.9802003,0.04404294,0.03885788,0.91709924
[간밤 월드뉴스 총정리] 물가 너무 뛰자…中 관세까지 푼 바이든/ ‘페트로-루블’ 막 던진 푸틴/ 고기값 더 뛸 거라는 최대 육류회사/ 美 집값 주춤?/ 현실화하는 유럽 경제 충격,2022-03-24,4.37e-05,8.41e-05,0.9998721,0.025780074,0.086981155,0.8872388
[간밤 월드뉴스 총정리] 아이칸의 경고 “Fed 연착륙 불가능”/ 핵 사용에 대한 러시아 답변/ ‘숏 스퀴즈’에 급등한 게임스톱·AMC/ 테슬라 1000달러/ 한국 코인 투자 2위,2022-03-23,0.000199134,0.00125633,0.9985446,0.04238824,0.058460895,0.89915085
"[간밤 월드뉴스 총정리] 금융위기 때도 6번 일시 반등/ 나이키 주가, 예상 외 급등/ 우라늄은 왜?/ 中서 추락한 보잉기, 6400대 더/ “조만간 수익률 곡선 역전” 의미는?",2022-03-22,0.95343596,0.042345207,0.004218831,0.049135882,0.12830907,0.82255507
[간밤 월드뉴스 총정리] Fed 위원들 “일제히 매파로”/ 타임 표지모델 된 이더리움 창시자/ 엔 환율 6년만의 최저치 왜?/ 확 다가온 수익률 평탄화/ 다음주 나이키·니오 실적,2022-03-19,0.000151899,0.001110736,0.9987374,0.035613827,0.08050857,0.88387764
[간밤 월드뉴스 총정리] 확연히 낮아진 공포지수/ 버핏의 새 베팅 업체는?/ 미 집값 또 급등…“대출금리 더 뛰기 전에”/ 구데 CEO “50년만의 인플레 볼 것”,2022-03-18,3.78e-05,5.13e-05,0.99991095,0.052663263,0.051680293,0.89565647
"[간밤 월드뉴스 총정리] 장·단기 금리 역전 신호/ 미 “첨단 킬러드론, 우크라에 제공하겠다”/ 미 소비 침체 조짐 또 나왔다/ 중국 팬데믹 규제 완화의 수혜자는?",2022-03-17,3.95e-05,5.1e-05,0.9999094,0.027330982,0.04716071,0.9255082
[간밤 월드뉴스 총정리] 위기 틈 탄 中 “페트로 달러 깨겠다”/ 금광·NFT 키우는 AMC/ 테슬라 가격 또 올렸다/ 식량 위기로 또 아랍의 봄?/ 13% 더 떨어지면 Fed 풋,2022-03-16,0.000291288,0.017844884,0.98186374,0.028014934,0.06533605,0.90664905
"[간밤 월드뉴스 총정리] “헛된 협상 기대”…푸틴이 진짜 원하는 것/ 핵전쟁 경고한 유엔/ 유럽서 암호화폐 규제법 부결/ 무너진 골든드래곤 왜?/ ""침체 위험 과장됐다”는 전문가",2022-03-15,6.44e-05,0.000196904,0.99973875,0.022766862,0.09884484,0.8783883
[간밤 월드뉴스 총정리] 유럽에서 역대 최대 자금 이탈/ 심상치 않은 車판매 감소/ 정유주 너무 뛰었다는 JP모간/ 암호화폐 더 센 규제 나오나?/ 다음주 Fed 경제전망 ‘주목’,2022-03-12,0.0003033,0.010764461,0.98893225,0.029400205,0.12303702,0.8475628
[간밤 월드뉴스 총정리] 3월에 더 뛸 미 물가…식품·에너지가 문제/ 필수소비재 뜨고 임의소비재 지고/ 모기지 금리 4% ‘훌쩍’/ 유럽 성장 전망 또 낮췄다/ 리비안·오라클 급락,2022-03-11,3.31e-05,7.38e-05,0.9998932,0.024026668,0.10073648,0.87523687
"[간밤 월드뉴스 총정리] 아마존 20대 1 '분할'/ 월가에선 “턴어라운드 아니라 데드캣 바운스” / “에너지, 수요 꺾일 때까지 오를 것”/ 비료 부족이 글로벌 식량난 초래",2022-03-10,0.001430001,0.00235137,0.9962186,0.042814482,0.04430232,0.9128832
[간밤 월드뉴스 총정리] 미국 기름값 역대 최고치/ 니켈 공매도로 10조 날린 中 거물/ 유가 급등에 나이키 충격 왜?/ “모든 유가 급등 후엔 필연적 경기 침체”,2022-03-09,0.00014426,0.00052601,0.9993298,0.04021438,0.1025499,0.85723567
"[간밤 월드뉴스 총정리] 최고치 경신한 천연가스·니켈·밀값/ 美 휘발유 갤런당 4달러..역대급/ 금값 2000달러 돌파/ 미, 이번주 암호화폐 규제 가능성/ ‘퍼펙트스톰’ 경고",2022-03-08,0.000275113,0.000128726,0.9995962,0.050713822,0.10372608,0.8455601
[간밤 월드뉴스 총정리] 유가 14년만의 최고치/ 암호화폐 암흑시대 임박 신호/ 미 일자리 깜짝 증가의 의미/ 헝가리 곡물 수출 금지…더 커진 애그플레이션 공포,2022-03-05,4.82e-05,0.000163038,0.9997887,0.03180295,0.12119041,0.8470066
"[간밤 월드뉴스 총정리] 리비안 “가격인상 무리수” 사과..주가 최저/ “인텔 매도” 왜?/ 미국, 암호화폐 규제 내놓나?/ 러시아 부도 위험 급등/ 최고가 찍은 크로거",2022-03-04,0.000482689,0.002012525,0.9975048,0.0399385,0.10748492,0.8525766
