제목,날짜,긍정,부정,중립,제목_긍정,제목_부정,제목_중립
"""이걸 알아야 투자판에 남습니다"" 미국이 휘두른 방망이에 곡소리나는 전 세계 [한국경제산업연구원 김광석 실장 풀버전] @김광석의 [경제 읽어주는 남자TV]",2022-10-15,0.00328281,0.080864035,0.91585314,0.000395975,0.007817393,0.99178666
"""배달, 품위유지, 반려동물, 모임"" 해당되는 사람들 꼭 봐야할 영상 [상남자들 모음집]",2022-10-14,0.003548769,0.013384413,0.9830668,4.56E-05,3.19E-05,0.9999224
"""게임, 위스키는 못참지"" 요즘 돈 잘 버는 남자들의 소비 특징 [상남자들]",2022-10-14,0.002547817,0.006287189,0.99116504,0.000668014,0.000457594,0.99887437
"""내 집 마련"" 원하는 사람들이 꼭 봐야할 영상 [조영광 대우건설 부동산 빅데이터 연구원 1부]",2022-10-13,0.001260783,0.02698174,0.97175753,4.27E-05,4.75E-05,0.99990976
강남 반포 40억 아파트가 29억에도 안 팔린 이유,2022-10-13,0.010617775,0.027046634,0.9623356,7.70E-05,0.000132279,0.9997907
"곤두박질치고 있는 한국 주식, 대체 어디가 바닥인가 [이종우 이코노미스트 2부] @이종우의 경제 원탑",2022-10-12,0.030784993,0.062118985,0.9070961,0.000339906,0.004251489,0.9954086
"리스크 최소로, 알짜 수익률 내는 부동산 입지 찾는 법 [황인수 투자자, 전 삼성 반도체 수석 엔지니어]",2022-10-12,0.001796848,0.006851538,0.9913516,0.00026498,0.000140118,0.99959487
"고물가·고환율에 한은, 빅스텝 또 단행, 10년 만에 기준금리 3% 시대 개막했다. 금리, 언제까지 오르나? [이종우 이코노미스트 1부] @이종우의 경제 원탑",2022-10-11,0.000815521,0.03043408,0.9687504,0.000104751,0.000104901,0.9997904
서울 분양 무더기 연기에도 10월 물량은 급증? 이유가 있습니다 [부룡X부읽남의 부런치 풀버전],2022-10-11,0.001693562,0.010411419,0.987895,5.16E-05,0.000129491,0.999819
"깻잎 재배 농가 증가부터 건물 부족 현상까지, 이 모든 현상의 원인은 따로 있다?! [김시덕 박사 3부]",2022-10-10,0.001185657,0.022285484,0.9765289,6.96E-05,0.000155794,0.99977463
"""이거 모르면 무식?"" 요즘 한자 모르는 사람들이 겪는 일",2022-10-10,0.001139251,0.08764959,0.9112111,0.000229478,0.004340326,0.99543023
돈줄 갉아먹는 '카페인' 중독에서 벗어나야 돈 모입니다 [김경필 머니트레이너 3부] @money-multiple,2022-10-09,0.001024106,0.014731811,0.9842441,0.00011405,0.000233275,0.9996526
주차로 시작해 축의금 비교하고 밥맛으로 끝나는 우리의 결혼식,2022-10-09,0.000530049,0.006678764,0.9927911,0.000104566,5.09E-05,0.99984455
"""내가 술 사고 밥도 쏠게"" 홧김에 소비만 자제해도 인생이 180도 바뀝니다 [상남자들]",2022-10-08,0.003322934,0.03392757,0.9627495,5.88E-05,4.66E-05,0.9998946
종부세·재건축 부담금 완화될까? 대한민국 대표 부동산 세금 전문가가 완벽 설명해 드립니다 [미네르바올빼미 김호용 대표이사],2022-10-07,0.003594997,0.032670543,0.9637345,3.80E-05,3.96E-05,0.9999224
'이 순서대로' 지출하면 당신도 부자 될 가능성이 높아집니다 [김경필 머니트레이너 2부] @부티풀 - 부의 배수를 높여라,2022-10-06,0.000808232,0.011720251,0.9874715,0.000615015,0.000277044,0.9991079
"""결국 새 집 되어야 할 낡은 집들"" 소유주들의 선택은?",2022-10-06,0.003200902,0.007531437,0.98926765,4.10E-05,3.96E-05,0.9999194
역사적으로도 대전·세종·청주처럼 이 '3가지'가 몰리는 도시는 무조건 성장합니다 [김시덕 박사 2부],2022-10-05,0.006164186,0.002766976,0.99106884,5.37E-05,4.01E-05,0.9999062
한국 최강 짠돌이&짠순이 부부가 지치지 않고 큰돈 모으는 비법 [유튜버 강과장X유자씨 2부] @강과장,2022-10-05,0.000670354,0.002584633,0.996745,0.000155617,7.15E-05,0.99977285
'미래의 당신'이 지금 이 영상을 본 당신을 매우 칭찬합니다 [김경필 머니트레이너 1부] @money-multiple,2022-10-04,0.000867186,0.007137839,0.99199504,8.25E-05,0.000108405,0.9998091
'북한과의 대치 상황'이 대한민국 부동산의 최대 변수인 이유! [김시덕 박사 1부],2022-10-04,0.000728038,0.024899842,0.9743721,4.15E-05,3.38E-05,0.9999248
"""김포에 내 집 마련한다고요? 저희의 솔루션은?"" [부룡X부읽남의 부동산 상담소] @buryong_tv",2022-10-03,0.001176306,0.007023919,0.9917998,4.33E-05,4.84E-05,0.9999083
한국인이 돈에 유독 집착하는 이유,2022-10-03,0.003301489,0.009802284,0.9868962,0.000270962,0.001731933,0.997997
"""높은 연봉 아니어도 된다"" 부부가 '이것만' 맞아도 돈 쌓이는 속도가 차원이 다릅니다 [강과장X유자씨 1부] @user-iy8mp3yq5i",2022-10-02,0.00084006,0.006471369,0.99268854,9.71E-05,6.73E-05,0.9998355
"""하루 15분"" 이것만 실천해도 인생이 바뀝니다",2022-10-02,0.008784114,0.007037161,0.9841787,0.000370088,0.000178079,0.9994518
월급 200만 원 받아도 저축 잘 하고 결혼도 잘 하는 사람 특징 [상남자들 모음집],2022-10-01,0.002223449,0.005761102,0.9920154,0.000186781,0.000106739,0.99970645
결혼 후에도 행복하게 성장하고 싶다면 필히 걸러야하는 유형은? [성지인 대표 풀버전] @jiinlove,2022-10-01,0.000731352,0.009420383,0.9898483,5.08E-05,3.42E-05,0.999915
"원달러 환율, 고공행진은 언제까지? 한국 경제는? [홍춘욱 박사 풀버전] @chunukhong",2022-09-30,0.014073236,0.015831007,0.9700957,0.000508071,0.001631074,0.99786085
"'당장의 편리함' 딱 1년만 내려놓으세요, 인생이 바뀔 수 있습니다",2022-09-30,0.000734694,0.0133033,0.985962,0.000119914,0.000104184,0.99977595
애매하게 잘 버는 사람들은 '이런' 소비만 안 해도 부자됩니다 [상남자들],2022-09-30,0.001613974,0.021028353,0.97735775,0.000811634,0.000401157,0.9987872
"'9.21 규제지역 해제, 이후엔 어디?', 부산과 인천에 답있다! [부룡X부읽남의 부런치 클립 1부] @buryong_tv",2022-09-29,0.000803379,0.013396589,0.9858,3.90E-05,3.97E-05,0.9999213
"지금 이 시각, 월세 살고 투자할 사람 VS 상급지 갈아탈 사람 차이는?",2022-09-29,0.004449042,0.005928417,0.9896226,5.10E-05,4.18E-05,0.99990714
하루라도 일찍 알아야 할 '돈' 끌어당김의 법칙 [고명환 작가],2022-09-28,0.000734002,0.010620929,0.988645,0.000166414,9.03E-05,0.9997434
40여 개국 앞에 고통의 시간이 기다리고 있습니다 [E클래스 2부 - 박정호 교수] @pjhtv,2022-09-28,0.002012018,0.022466239,0.97552174,0.000133007,0.96037877,0.03948815
"가장 확실한 노후준비, 딱 '1가지만' 알려드릴게요. [강창희 대표 3부] @trustonasset",2022-09-27,0.000992745,0.017880987,0.9811263,9.45E-05,3.85E-05,0.99986696
[LIVE] 세종시 뺀 지방 전역 규제지역 해제! 그 의미는? [부룡X부읽남의 부런치] @부룡의 부지런TV,2022-09-27,0.000971175,0.015274896,0.9837539,3.71E-05,5.16E-05,0.9999114
"""어쩐지 비교되는"" 대한민국에서 당신이 당장 해야할 일",2022-09-26,0.000674472,0.007985648,0.99133986,0.000212595,0.001217919,0.9985695
'이 현상' 때문에 대한민국 지도가 바뀔 수도 있습니다 [E클래스 1부 - 박정호 교수] @pjhtv,2022-09-26,0.000956531,0.011739388,0.9873041,4.14E-05,4.24E-05,0.9999162
50대 이후의 삶을 잘 살려면 '이런 준비'가 필요합니다 [강창희 대표 2부] @trustonasset,2022-09-25,0.000273715,0.003092923,0.99663335,0.000127056,6.28E-05,0.99981016
"""1주택 필수 영상"" 집 팔았을 때 장점과 단점, 체크해보고 판단하세요",2022-09-25,0.001986601,0.018909222,0.9791042,4.32E-05,4.25E-05,0.9999143
당신이 반드시 배워야 할 레버리지 활용법 [레오 김은진 대표 풀버전] @leoloan,2022-09-24,0.00105983,0.005087676,0.99385244,8.82E-05,7.32E-05,0.9998386
"""결혼 9년차 대출 부부"" 아무리 아껴도 따져보지 않으면 이렇게 됩니다 [상남자들]",2022-09-23,0.001056773,0.013367852,0.98557544,7.17E-05,7.45E-05,0.99985373
"""1년 뒤 확 달라진 나""를 경험하는 갓생 프로젝트, 지금 시작합니다",2022-09-22,0.002320987,0.002589159,0.99508977,0.000113978,5.72E-05,0.9998288
지금부터 시작하면 5년 뒤 '인정'받는 인생 세팅법,2022-09-22,0.002107878,0.019846825,0.9780453,0.000487628,0.000151386,0.999361
2030도 예외없다! 노후파산 안 되려면 지금 당장 해야할 것 [강창희 트러스톤자산운용 연금포럼 대표 1부] @trustonasset,2022-09-22,0.000643419,0.001397085,0.99795955,9.27E-05,5.94E-05,0.99984777
무주택자와 1주택자는 필히 '2030세대'의 욕망을 읽어야 안 망합니다 [박원갑 KB부동산 수석전문위원 3부],2022-09-21,0.000823524,0.015971279,0.98320514,4.71E-05,7.11E-05,0.99988186
[운명을 바꾸는 부동산 투자 수업] 11만부 기념 바이블 에디션 발매,2022-09-21,0.018544326,0.013944779,0.9675109,4.80E-05,2.89E-05,0.9999231
한국 경제에서 지금 진짜 중요한 건요... [한국경제산업연구원 김광석 실장 2부] @LetUReadEconomy,2022-09-20,0.004170185,0.09573313,0.9000967,8.15E-05,7.18E-05,0.9998467
"한동안 집값은 '욕조' 같을 겁니다, 무슨 의미냐면요 [박원갑 KB부동산 수석전문위원 2부]",2022-09-20,0.005581261,0.002703934,0.9917147,4.54E-05,4.66E-05,0.999908
"지금 먹히는 부동산 전략, 이것 확인해보세요 [부룡X부읽남의 부런치 클립 2부] @buryong_tv",2022-09-19,0.001273281,0.018760433,0.97996634,4.88E-05,3.45E-05,0.9999168
넋 놓고 살다가 40대 가까워질수록 반드시 후회하는 것,2022-09-19,0.000590667,0.001306613,0.99810266,0.000193793,0.000186821,0.99961936
"서울에서 경기도로, 우리가 자꾸 밀려나는 이유",2022-09-18,0.007942849,0.003508075,0.98854905,5.03E-05,0.000111663,0.999838
향후 부동산 시장에서 낭패보지 않으려면 '이렇게' 움직이셔야 합니다 [김인만 소장 풀버전] @budabang,2022-09-17,0.014990904,0.011950182,0.97305894,4.34E-05,6.55E-05,0.99989116
솔직히 부동산 시장 지금 최악입니다. 정부의 카드는? [부룡X부읽남의 부런치 클립 1부] @buryong_tv,2022-09-17,0.000693006,0.010858807,0.98844814,6.35E-05,0.000222332,0.9997141
결혼 시장에서 선호도 1위 직업이 부자되는 길과는 거리가 먼 이유,2022-09-16,0.000591993,0.016472392,0.9829356,7.52E-05,4.26E-05,0.9998822
"""수입은 월 80만 원"" 스트레스성 배달 음식 중독남의 하루 일과 [상남자들]",2022-09-16,0.002710809,0.008598218,0.988691,0.001677124,0.003513704,0.99480915
얼어붙는 투자 심리 속 우리가 해야할 일 [홍춘욱 박사 2부] @chunukhong,2022-09-15,0.012932985,0.03932262,0.94774437,0.000100968,0.000389168,0.99950993
상승? 하락? 한 쪽만 맹신하다간 큰일나는 진짜 이유 [박원갑 KB부동산 수석전문위원 1부],2022-09-15,0.000887761,0.027868824,0.9712434,0.000160804,0.000145232,0.999694
요즘 2030이 결혼정보회사를 찾는 진짜 이유 [성지인 대표 2부] @jiinlove,2022-09-15,0.000594872,0.003650006,0.995755,8.61E-05,4.96E-05,0.99986434
"전세계 돈이 달러로 몰리고 있다! 달러, 결국 1500원 뚫을까. [김광석 교수 1부] @LetUReadEconomy",2022-09-14,0.001776005,0.04135719,0.95686686,7.28E-05,0.000403917,0.9995233
"[LIVE] 오히려 기회라는 '거래빙하기', '대출 규제 완화'로 해빙기 맞나? [부룡X부읽남의 부런치] @buryong_tv",2022-09-14,0.000991907,0.009931261,0.98907673,7.23E-05,5.90E-05,0.99986863
결혼정보회사 대표가 알려주는 연애도 못하는 30대 공통점 [성지인 대표 1부] @jiinlove,2022-09-13,0.000533585,0.009035034,0.99043137,4.47E-05,4.31E-05,0.99991214
"""전세 사고 역대 최대"" 전세 계약 전 이 영상 꼭 보고가세요",2022-09-13,0.004978405,0.017129205,0.9778924,5.17E-05,6.04E-05,0.99988794
"""싸고 좋은 건 없어요."" 그런 물건은 일단, 필히 거르세요 [부룡X부읽남의 부런치 클립 2부] @buryong_tv",2022-09-12,0.000787805,0.002654633,0.99655765,5.43E-05,3.80E-05,0.9999076
"""결혼하고 싶은 직업군인, '근손실 방지용' 소비는 못 끊겠습니다"" [상남자들]",2022-09-12,0.005975024,0.006775426,0.98724955,4.90E-05,6.18E-05,0.99988925
바닥을 확인할 수 있는 확실한 신호는? [빠숑 풀버전] @ppassong,2022-09-11,0.004353608,0.010137086,0.98550934,0.05039067,0.001400826,0.9482085
"""80% 손실 중, 투자판 떠날까요?"" 10명 중 9명이 첫 투자에 실패하는 이유",2022-09-11,0.001812868,0.028652608,0.9695346,0.000232577,0.9922575,0.007509947
"사회 생활, 힘 빼지 않고 즐기려면 잊지 말아야 할 한 가지 [무빙워터 풀버전] @mvng",2022-09-10,0.000842915,0.005735742,0.9934214,9.06E-05,5.01E-05,0.99985933
대한민국에서만 일어나는 아주 흥미로운 현상 3가지 [송길영 바이브컴퍼니 부사장 풀버전],2022-09-10,0.001119695,0.00667997,0.9922004,0.00065386,0.00073589,0.99861014
결혼은 지옥? 결혼하고 더 잘 사는 사람 공통점 [가전주부 풀버전] @gjjb_ @toomuchtalker,2022-09-09,0.000728335,0.009532049,0.9897396,6.97E-05,6.79E-05,0.9998623
"'부의 사다리'라고 불리는 '이것', '이렇게' 활용해야 성공합니다 [레오 김은진 대표 2부] @leoloan",2022-09-09,0.001000705,0.006351401,0.9926478,0.001275904,0.000288763,0.9984353
"""개고생"" 한다고 느껴진다면 소비&저축 습관만 이렇게 잡아도 부자됩니다 [상남자들 풀버전]",2022-09-08,0.000837487,0.037239846,0.9619226,0.000267578,0.000160814,0.9995715
미혼남녀가 의외로 중요하게 생각하는 기상천외한 결혼 스펙,2022-09-08,0.000349612,0.002932468,0.99671793,4.62E-05,3.97E-05,0.99991405
지금 1주택자가 저지르는 진짜 큰 실수 [김인만 대표 3부] @budabang,2022-09-07,0.000958116,0.011065671,0.9879762,7.60E-05,4.85E-05,0.9998754
대출 최저 금리&최대 한도 이렇게 찾으세요 [레오 김은진 대표 1부] @leoloan,2022-09-07,0.001241314,0.005246522,0.99351215,4.28E-05,5.57E-05,0.99990153
"환율, 결국 1400원 돌파하나 [홍춘욱 박사 1부] @chunukhong",2022-09-07,0.007410801,0.008904364,0.98368484,0.16797276,0.14581534,0.68621194
"""집 1채라도 가지고 있다면"" 완전 깔끔하게 관리하는 법 [이승오 트러스테이 CPO]",2022-09-06,0.022313477,0.008016853,0.9696697,0.000243724,0.000225677,0.9995307
"""1년 뒤 확 바뀐 내 모습"" 진정한 갓생 살기는 이렇게 실천하세요",2022-09-05,0.001239575,0.003579207,0.9951812,5.18E-05,3.48E-05,0.99991333
지금 절대 팔면 안 될 지역 [김인만 대표 2부] @budabang,2022-09-05,0.022407819,0.01965942,0.9579328,0.000118037,0.000198544,0.9996835
"""2024년 마스터플랜"" 1기 신도시 이렇게 돼야 합니다",2022-09-04,0.000761385,0.009504152,0.9897345,5.66E-05,6.34E-05,0.99987996
부동산 하락장에도 후회없을 입지 특징은? [훨훨 박성혜 대표 풀버전] @flapofficial,2022-09-03,0.000980299,0.003446493,0.9955733,4.78E-05,6.26E-05,0.9998896
저점을 확인하는 기가막힌 방법 [전인구 소장 2부] @moneydo,2022-09-03,0.006684291,0.034961376,0.95835435,8.30E-05,0.00010108,0.999816
"한국 부동산 거품, '이때까지' '이만큼' 빠집니다 [한문도 교수 풀버전] @tv_4355",2022-09-02,0.00576068,0.025121134,0.9691181,5.47E-05,6.97E-05,0.99987555
'하락 공포' 조성하는 부동산 기사만 믿지 말고 '이걸' 보세요 [부룡X부읽남의 부런치 클립 1부] @buryong_tv,2022-09-02,0.001254228,0.036720373,0.96202534,3.77E-05,5.28E-05,0.9999095
"""자전거 동호회로 싹 다 탕진"" 지금 당장 정신 차리세요 [상남자들]",2022-09-02,0.000998094,0.006298364,0.99270344,0.000301614,6.34E-05,0.999635
"세입자 찾아요, 쏟아지는 역전세난 우려들",2022-09-01,0.007557868,0.010876277,0.98156595,3.66E-05,0.000109681,0.99985373
"집값을 떠나서 최악의 상황입니다, 이유는요 [김인만 대표 1부] @부다방 TV",2022-09-01,0.006410777,0.007467632,0.9861216,7.32E-05,0.000222883,0.9997038
"요즘 강릉, 제주도에서 벌어지는 신기한 일 [송길영 바이브컴퍼니 부사장 3부]",2022-08-31,0.00092452,0.00360519,0.9954703,0.000454542,0.000155773,0.99938965
"부자가 되는 7가지 비밀, 이렇게만 따라하세요 [전인구 소장 1부] @moneydo",2022-08-31,0.001499227,0.013209966,0.9852909,9.99E-05,5.83E-05,0.9998418
"LIVE) 매매·청약·전월세, 모두 심상치 않습니다 [부룡X부읽남의 부런치] @부룡의 부지런TV",2022-08-30,0.001475209,0.024568493,0.9739562,4.42E-05,4.93E-05,0.9999064
최근 2년 아파트 매수한 3040의 최대 고민,2022-08-29,0.001208182,0.010839566,0.98795223,0.000106517,7.12E-05,0.9998222
"""결국 일본처럼 부동산 버블 붕괴합니다, 이유는요..."" [한문도 교수 2부] @tv_4355",2022-08-29,0.002142269,0.00756888,0.99028885,5.34E-05,0.000198141,0.9997484
"유치원부터 대학까지 문 닫는 인구 절벽, 우리의 미래는?",2022-08-28,0.000974691,0.025186054,0.9738393,4.29E-05,8.02E-05,0.99987686
"'마음가짐' 하나면 돈, 사랑, 가족 모두 다 가질 수 있습니다 [박상미 교수 풀버전]",2022-08-28,0.000819719,0.02740255,0.97177774,0.000107124,6.40E-05,0.9998288
"지금 집값 걱정할 때가 아닙니다, 한국 부동산의 진짜 문제 [박정호 교수 풀버전]",2022-08-27,0.000982863,0.010282959,0.9887341,4.67E-05,3.92E-05,0.99991405
'스펙' 상관없이 인생 무조건 잘 풀리는 치트키 3가지 [무빙워터 2부] @mvng,2022-08-27,0.000776839,0.006361822,0.99286133,0.000401049,0.000137797,0.9994611
"부동산, '타이밍'보다 '이것이' 중요한 이유 [우병탁 팀장 풀버전]",2022-08-26,0.001245472,0.009191533,0.989563,4.98E-05,4.35E-05,0.99990666
"""부모님이 상가를 코인 채굴장으로 쓰고 있는데요.."" 부모님 걱정 말고 내 앞가림하세요 [상남자들]",2022-08-26,0.000712848,0.003315254,0.995972,6.34E-05,4.20E-05,0.9998946
요즘 직장인들이 퇴사를 결심하는 지점 [송길영 부사장 2부],2022-08-26,0.002130163,0.009105329,0.9887645,0.000166084,0.000540325,0.99929357
"결혼 후 경제력 급상승, 이렇게 하는 겁니다",2022-08-25,0.000939334,0.006444926,0.99261576,0.000875835,0.000191243,0.9989329
"""언젠간 잘리고 회사는 망하고 우리는 죽는다"" [무빙워터 1부] @mvng",2022-08-25,0.00096768,0.004124892,0.99490744,0.007537602,0.73988014,0.25258225
'판교 신혼부부' 환상때문에 점점 더 멀어지는 '이것' [송길영 부사장 1부],2022-08-24,0.000788662,0.001162545,0.9980487,3.92E-05,7.18E-05,0.9998889
'이런 강단'만 있으면 누구나 부자될 수 있습니다 [훨훨 2부] @flapofficial,2022-08-24,0.001854971,0.009311154,0.98883384,0.000753456,0.000183786,0.99906284
"집값, 대세 하락장에 접어든 이유를 설명해 드립니다 [한문도 교수 1부] @tv_4355",2022-08-23,0.007211989,0.028019732,0.9647683,3.62E-05,4.83E-05,0.9999155
평범한 사람들은 모르는 상위 1% 부자들의 의사결정 방법,2022-08-22,0.002303202,0.008893477,0.9888032,0.000529346,0.000263637,0.9992071
"누가 뭐래도 흔들림 없는 집값, 그 입지를 아주 자세히 알려드립니다 [훨훨 1부] @flapofficial",2022-08-22,0.000776053,0.00462334,0.99460065,4.40E-05,4.02E-05,0.9999157
"""진짜 큰일납니다"" 99%가 간과하고 있는 이것",2022-08-21,0.002655152,0.002633887,0.9947109,0.000155166,0.000389016,0.99945587
"""이럴 때 수도권 신축 아파트 노리는 겁니다"" [빠숑 2부] @ppassong",2022-08-21,0.005241622,0.006036277,0.988722,4.42E-05,4.28E-05,0.999913
집 안 사나? 안 파나? 현실은 이렇습니다 [빠숑 1부] @ppassong,2022-08-20,0.003908022,0.01456681,0.9815252,0.000121315,0.000120258,0.9997584
"앞으로 1년, 여기 올라탄 사람들이 부자됩니다 [한국경제산업연구원 김광석 실장 풀버전] @LetUReadEconomy",2022-08-20,0.002226872,0.013366095,0.98440707,7.65E-05,4.04E-05,0.9998832
돈 못 모으는 사람 99%가 갖고 있는 기가 막힌 습관 [상남자들 모음집],2022-08-19,0.002043002,0.028064162,0.96989286,0.000405312,0.000575133,0.9990196
"상상 초유의 아파트 공급 계획, 시무룩한 1시 신도시?",2022-08-18,0.001401157,0.015796695,0.9828021,3.78E-05,4.77E-05,0.9999145
결혼 후 행복은 여기에 달렸습니다 [가전주부 2부] @gjjb_ @toomuchtalker,2022-08-18,0.000750747,0.007089836,0.9921594,7.14E-05,4.41E-05,0.9998845
"일 잘 하고, 인정받는 사람들의 특징 [가전주부 1부] @gjjb_ @toomuchtalker",2022-08-17,0.000699336,0.00997849,0.9893222,0.000637348,0.000474954,0.9988877
당신의 직장생활이 힘든 진짜 무서운 원인 [박상미 교수 3부] @parksangmi-radio,2022-08-17,0.000786377,0.030652817,0.9685608,0.000647762,0.089702606,0.90964955
"의견 안 맞는 연인 혹은 배우자, 이거 하나 고치면 해결됩니다 [박상미 교수 2부] @parksangmi-radio",2022-08-16,0.00080642,0.034404114,0.96478957,5.07E-05,9.01E-05,0.9998592
"""8월인데 전세 대란 없는데요"" 가속화되는 전세의 월세화",2022-08-15,0.010086581,0.00747695,0.9824365,3.97E-05,4.36E-05,0.9999168
결국 부자되는 사람들의 특징 [박종석 원장 풀버전],2022-08-14,0.001961404,0.05712377,0.9409148,0.001738623,0.000666301,0.997595
"지금부터 노후를 ""확실히"" 준비해야 비혼도 가능합니다",2022-08-14,0.000672813,0.00437233,0.9949548,0.000159834,9.57E-05,0.9997445
"""가성비 끝판왕"" 적은 돈으로 넉넉하게 선물하는 방법 [명욱 교수 2부] @soolstory",2022-08-14,0.003397973,0.002432094,0.99417,0.000112621,5.40E-05,0.99983335
2022년 하반기 집값 전망 [북극성주 풀버전] @polaris_official,2022-08-13,0.001244188,0.005546263,0.9932096,3.87E-05,4.07E-05,0.9999206
"나를 위해 쓰는 돈과 아껴서 돈 버는 것, 같이 할 수 있습니다 [상남자들]",2022-08-11,0.000869163,0.014221302,0.9849096,0.000380969,0.00016749,0.99945146
"""1만대 폐차"" 도대체 뭐가 문제였을까?",2022-08-11,0.000596647,0.007719183,0.99168414,0.001982269,0.020092834,0.9779248
마지막 기회가 될 용산 소액 투자 알려드립니다 [루센트블록 허세영 대표],2022-08-10,0.020217123,0.01778701,0.96199584,4.18E-05,3.24E-05,0.99992573
"돈과 사랑, 가족을 지키는 아주 간단하고 확실한 방법 [박상미 교수 1부] @parksangmi-radio",2022-08-10,0.001182763,0.012480511,0.9863367,0.00010443,5.11E-05,0.99984443
부자될 당신이 필수로 알아야 할 위스키 A-Z [명욱 주류문화 칼럼니스트 1부] @soolstory,2022-08-10,0.005745512,0.01904056,0.97521394,4.47E-05,5.98E-05,0.99989545
부자들이 이런 시장에서 절대 놓치지 않는 정보 [우병탁 신한은행 부동산 팀장 3부],2022-08-09,0.000938704,0.004541238,0.9945201,0.000108606,6.62E-05,0.9998253
"""10년 뒤 최악의 양극화"" 부동산 시장에서 가장 심각한 이 문제",2022-08-08,0.000758103,0.015945349,0.98329645,0.00019567,0.000677295,0.999127
"""아재는 아재끼리?"" 핫플마다 다른 분위기, 이런 비밀이 있습니다 [박정호 교수 2부] @pjhtv",2022-08-08,0.000754167,0.012443755,0.98680204,4.87E-05,5.81E-05,0.9998932
당신의 결혼이 어려운 진짜 이유,2022-08-07,0.000666599,0.003957795,0.99537563,0.000190857,0.000172994,0.99963605
"월 300만 원만 더 벌어보세요, 인생이 달라집니다 [구채희 작가 풀버전] @koochaehee",2022-08-06,0.002372606,0.010254146,0.98737323,0.00017088,5.96E-05,0.9997695
"퇴사&경제적 자유, 진짜 실행하는 법 알려드립니다 [강환국 작가 풀버전]",2022-08-05,0.009550394,0.013728809,0.97672075,5.15E-05,3.62E-05,0.99991226
"""1억도 필요 없습니다"" 3천만 모으면 부자되기 쉬워지는 이유 [상남자들]",2022-08-04,0.001778221,0.0652957,0.93292606,0.000451355,0.000265769,0.9992829
"""10억 벌 기회인데..."" 상상 못할 일이 벌어졌다?",2022-08-04,0.013011075,0.026807308,0.9601816,0.001087356,0.001269622,0.99764293
"변곡점 맞은 부동산 시장, 더 지켜봐야 하는 이유 [우병탁 신한은행 부동산 팀장 2부]",2022-08-04,0.003183252,0.03211059,0.9647062,4.33E-05,3.90E-05,0.99991775
"""동네가 명함되는 시대"" 지금 집값 걱정할 때가 아닌 이유 [박정호 교수 1부] @pjhtv",2022-08-03,0.000988544,0.012238851,0.9867726,4.46E-05,3.65E-05,0.99991894
부자될 당신이 꼭 알아야 할 상위 1% 교육법 [이병훈 교육컨설턴트 3부] @yurisma,2022-08-03,0.004583677,0.006038194,0.9893781,6.39E-05,4.12E-05,0.99989486
"""지금 부동산 시장 분위기에 투자하면 100% 물립니다"" [북극성주 3부] @polaris_official",2022-08-02,0.002887707,0.018570617,0.9785416,5.26E-05,4.30E-05,0.9999043
잘하려고 하는 것보다 조금씩 꾸준할 때 부가 쌓입니다 [박종석 원장 3부],2022-08-02,0.001096493,0.05451759,0.94438595,0.000246635,0.000147097,0.9996063
"윤석열 정부 250만호 공급 발표, 이제 집값은? [우병탁 신한은행 WM컨설팅센터 부동산 팀장]",2022-08-01,0.002575331,0.003589017,0.9938357,3.93E-05,4.33E-05,0.99991727
부자가 될 당신이 간과하면 안 되는 것,2022-08-01,0.002665259,0.010832541,0.9865021,0.000210315,0.000190849,0.9995988
한미 기준금리 역전된 상황에서 갈아타는 타이밍과 그 기준을 알려드립니다 [북극성주 2부] @polaris_official,2022-08-01,0.000780289,0.0058732,0.9933465,6.88E-05,7.59E-05,0.9998553
"""젊을 때 즐겨라?"" 집돌이&집순이도 괜찮습니다",2022-07-31,0.000903412,0.002998198,0.99609834,5.48E-05,3.95E-05,0.9999057
지금이 오히려 돈 벌 기회인 이유 [이상우 대표 풀버전],2022-07-31,0.000969787,0.006859277,0.99217093,0.001715166,0.000457762,0.9978271
꿈은 '강남 아파트' 이제 가까워졌습니다 [구채희 작가 3부] @koochaehee,2022-07-30,0.006378688,0.021185946,0.97243536,7.54E-05,4.72E-05,0.99987733
"""집값 하락, 이때까지 갑니다"" [김영익 교수 풀버전]",2022-07-29,0.004403126,0.02340794,0.97218895,3.97E-05,4.84E-05,0.9999119
당신이 돈 모으기 힘든 진짜 이유 [상남자들],2022-07-28,0.001044481,0.012541703,0.9864138,0.000975498,0.000471096,0.99855334
8월 1일부터 대출 80% 풀어줍니다,2022-07-28,0.00117217,0.004055688,0.99477214,0.000132346,8.20E-05,0.9997857
"[HOT 인터뷰] ""180만 신사임당 채널 인수, 완전히 새로워집니다"" [디피]",2022-07-28,0.006136307,0.038730614,0.955133,5.50E-05,6.18E-05,0.9998832
지금은 돈을 절대 한 곳에 몰아두면 안 됩니다 [오건영 부부장 클립 3부],2022-07-27,0.005923074,0.00511024,0.9889667,0.0001253,0.000137324,0.99973744
"서두르세요, 부자들은 이미 들어가서 돈 벌고 있습니다 [한국경제산업연구원 김광석 실장 3부] @LetUReadEconomy",2022-07-27,0.00682172,0.013866127,0.9793122,0.000327018,0.000155936,0.99951696
지금 부동산 하락을 경고하는 이유 [북극성주 1부] @polaris_official,2022-07-26,0.001037512,0.006865392,0.99209714,7.12E-05,0.000166142,0.9997626
